from,to,type,confidence,reason,step
"File:agents/HMPSAC/A2C_v5.2.py","Method:utilities/Utility_Class.py:AddData.add_data#1","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:DA3C.__init__#0","Method:agents/Base_Agent.py:Base_Agent.__init__#0","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:DA3C.__init__#0","Method:utilities/data_structures/Config.py:Config.__init__#0","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.__init__#19","Variable:agents/HMPSAC/A2C_v5.2.py:critic_outputs","ACCESSES",1,"write",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.generated_new_environment#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_new_exploration#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Variable:agents/HMPSAC/A2C_v5.2.py:critic_outputs","ACCESSES",1,"write",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.get_critic_value#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.put_gradients_in_queue#3","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:utilities/Utility_Class.py:AddData.add_data#1","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.save_actor_model#1","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_log_action_probability#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_discounted_returns#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.normalise_discounted_returns#1","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_critic_loss_and_advantages#1","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_actor_loss#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_actor_loss#2","CALLS",0.85,"global",0
"File:agents/HMPSAC/A2C_v5.2.py","Method:agents/HMPSAC/A2C_v5.2.py:DA3C.run_n_episodes#0","CALLS",0.85,"global",0
"File:agents/HMPSAC/A2C_v5.1.py","Method:utilities/Utility_Class.py:AddData.add_data#1","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:DA3C.__init__#0","Method:agents/Base_Agent.py:Base_Agent.__init__#0","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:DA3C.__init__#0","Method:utilities/data_structures/Config.py:Config.__init__#0","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.__init__#19","Variable:agents/HMPSAC/A2C_v5.1.py:critic_outputs","ACCESSES",1,"write",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.generated_new_environment#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_new_exploration#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Variable:agents/HMPSAC/A2C_v5.1.py:critic_outputs","ACCESSES",1,"write",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action_and_log_prob#3","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action_and_log_prob#3","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.get_critic_value#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.put_gradients_in_queue#3","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:utilities/Utility_Class.py:AddData.add_data#1","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.save_actor_model#1","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action_and_log_prob#3","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_log_action_probability#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_discounted_returns#0","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.normalise_discounted_returns#1","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_critic_loss_and_advantages#1","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_actor_loss#2","CALLS",0.85,"global",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_actor_loss#2","CALLS",0.85,"global",0
"File:agents/HMPSAC/A2C_v5.1.py","Method:agents/HMPSAC/A2C_v5.1.py:DA3C.run_n_episodes#0","CALLS",0.85,"global",0
"Function:utilities/Utility_Functions.py:flatten_action_id_to_actions","Function:utilities/Utility_Functions.py:backtrack_action_to_primitive_actions","CALLS",0.85,"local-call",0
"Function:utilities/Utility_Functions.py:backtrack_action_to_primitive_actions","Function:utilities/Utility_Functions.py:backtrack_action_to_primitive_actions","CALLS",0.85,"local-call",0
"Method:utilities/Parallel_Experience_Generator.py:Parallel_Experience_Generator.pick_action#3","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/SAC.py:SAC_Discrete.produce_action_and_action_info#1","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/SAC.py:SAC_Discrete.pick_lower_action#3","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.pick_action_and_log_prob#3","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.pick_action#2","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action#2","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action_and_log_prob#3","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action#2","Function:utilities/Utility_Functions.py:create_actor_distribution","CALLS",0.85,"import-resolved",0
"Method:utilities/Utility_Functions.py:SharedAdam.__init__#6","Method:utilities/Utility_Functions.py:SharedAdam.__init__#6","CALLS",0.53,"scope-resolution: call",0
"Method:utilities/Utility_Class.py:MyError.__init__#1","Method:utilities/Utility_Class.py:MyError.__init__#1","CALLS",0.53,"scope-resolution: call",0
"Method:environments/MO_DFJSP_instance_read.py:Data.__init__#2","Variable:environments/MO_DFJSP_instance_read.py:file_name","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/MO_DFJSP_instance_read.py:Data.__init__#2","Variable:environments/MO_DFJSP_instance_read.py:path","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.__init__","Variable:environments/MO_DFJSP_breakdown.py:state","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.reset#0","Variable:environments/MO_DFJSP_breakdown.py:state","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.step#5","Variable:environments/MO_DFJSP_instance_read.py:machine","ACCESSES",0.32,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.step#5","Variable:environments/MO_DFJSP_breakdown.py:state","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.step#5","Variable:environments/MO_DFJSP_breakdown.py:job_object","ACCESSES",1,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.step#5","Variable:environments/MO_DFJSP_breakdown.py:state","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/MO_DFJSP_breakdown.py:MO_DFJSP_Environment.step#5","Variable:environments/MO_DFJSP_breakdown.py:state","ACCESSES",0.51,"scope-resolution: write",0
"Method:environments/class_MODFJSP.py:FJSP.reset_parameter#0","Variable:environments/Instance_generate.py:kind_task_tuple","ACCESSES",0.42,"scope-resolution: write",0
"Method:environments/class_MODFJSP.py:FJSP.reset_parameter#0","Variable:environments/class_MODFJSP.py:job_object","ACCESSES",0.7,"scope-resolution: write",0
"Method:environments/class_MODFJSP.py:FJSP.reset_object_add#1","Variable:environments/MO_DFJSP_instance_read.py:time_arrive","ACCESSES",0.36,"scope-resolution: write",0
"Method:environments/class_MODFJSP.py:FJSP.reset_object_add#1","Variable:environments/class_MODFJSP.py:fluid_number","ACCESSES",0.7,"scope-resolution: write",0
"Method:agents/Base_Agent.py:Base_Agent.take_optimisation_step#5","Method:agents/Base_Agent.py:Base_Agent.step#0","CALLS",0.53,"scope-resolution: call",0
"Method:exploration_strategies/OU_Noise_Exploration.py:OU_Noise_Exploration.reset#0","Method:exploration_strategies/OU_Noise_Exploration.py:OU_Noise_Exploration.reset#0","CALLS",0.53,"scope-resolution: call",0
"Method:utilities/data_structures/Replay_Buffer.py:Replay_Buffer.pick_experiences#1","Method:utilities/data_structures/Replay_Buffer.py:Replay_Buffer.sample#2","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/SAC.py:TaskPolicyNet.__init__#4","Method:agents/HMPSAC/SAC.py:TaskPolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/SAC.py:MachinePolicyNet.__init__#4","Method:agents/HMPSAC/SAC.py:MachinePolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/SAC.py:PolicyNet.__init__#4","Method:agents/HMPSAC/SAC.py:PolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/SAC.py:CriticNet.__init__#5","Method:agents/HMPSAC/SAC.py:CriticNet.__init__#5","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/Buffer.py:Replay_Buffer.clear#0","Method:agents/HMPSAC/Buffer.py:Replay_Buffer.clear#0","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet.__init__#4","Method:agents/HMPSAC/A2C_v5.3.py:TaskPolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet.__init__#4","Method:agents/HMPSAC/A2C_v5.3.py:MachinePolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.3.py:CriticNet.__init__#4","Method:agents/HMPSAC/A2C_v5.3.py:CriticNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.__init__#19","Method:agents/HMPSAC/A2C_v5.3.py:Actor_Critic_Worker.__init__#19","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.2.py:TaskPolicyNet.__init__#4","Method:agents/HMPSAC/A2C_v5.2.py:TaskPolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.2.py:MachinePolicyNet.__init__#4","Method:agents/HMPSAC/A2C_v5.2.py:MachinePolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.2.py:CriticNet.__init__#4","Method:agents/HMPSAC/A2C_v5.2.py:CriticNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.__init__#19","Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.__init__#19","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.1.py:TaskPolicyNet.__init__#4","Method:agents/HMPSAC/A2C_v5.1.py:TaskPolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.1.py:MachinePolicyNet.__init__#4","Method:agents/HMPSAC/A2C_v5.1.py:MachinePolicyNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.1.py:CriticNet.__init__#4","Method:agents/HMPSAC/A2C_v5.1.py:CriticNet.__init__#4","CALLS",0.53,"scope-resolution: call",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.__init__#19","Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.__init__#19","CALLS",0.53,"scope-resolution: call",0
"File:utilities/Parallel_Experience_Generator.py","File:utilities/OU_Noise.py","IMPORTS",1,"python-scope: import",0
"File:utilities/Parallel_Experience_Generator.py","File:utilities/Utility_Functions.py","IMPORTS",1,"python-scope: import",0
"File:environments/MO_DFJSP_breakdown.py","File:environments/class_MODFJSP.py","IMPORTS",1,"python-scope: import",0
"File:environments/MO_DFJSP_breakdown.py","File:utilities/Utility_Class.py","IMPORTS",1,"python-scope: import",0
"File:environments/class_MODFJSP.py","File:environments/Instance_generate.py","IMPORTS",1,"python-scope: import",0
"File:environments/class_MODFJSP.py","File:environments/MO_DFJSP_instance_read.py","IMPORTS",1,"python-scope: import",0
"File:environments/class_MODFJSP.py","File:utilities/Utility_Class.py","IMPORTS",1,"python-scope: import",0
"File:exploration_strategies/OU_Noise_Exploration.py","File:utilities/OU_Noise.py","IMPORTS",1,"python-scope: import",0
"File:exploration_strategies/OU_Noise_Exploration.py","File:exploration_strategies/Base_Exploration_Strategy.py","IMPORTS",1,"python-scope: import",0
"File:exploration_strategies/Gaussian_Exploration.py","File:exploration_strategies/Base_Exploration_Strategy.py","IMPORTS",1,"python-scope: import",0
"File:exploration_strategies/Epsilon_Greedy_Exploration.py","File:exploration_strategies/Base_Exploration_Strategy.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/SAC.py","File:agents/Base_Agent.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/SAC.py","File:utilities/data_structures/Replay_Buffer.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/SAC.py","File:utilities/Utility_Functions.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/SAC.py","File:utilities/data_structures/Config.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/SAC.py","File:utilities/OU_Noise.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/SAC.py","File:utilities/Utility_Class.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.3.py","File:agents/Base_Agent.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.3.py","File:utilities/Utility_Functions.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.3.py","File:utilities/data_structures/Config.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.3.py","File:utilities/Utility_Class.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.2.py","File:agents/Base_Agent.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.2.py","File:utilities/Utility_Functions.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.2.py","File:utilities/data_structures/Config.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.2.py","File:utilities/Utility_Class.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.1.py","File:agents/Base_Agent.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.1.py","File:utilities/Utility_Functions.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.1.py","File:utilities/data_structures/Config.py","IMPORTS",1,"python-scope: import",0
"File:agents/HMPSAC/A2C_v5.1.py","File:utilities/Utility_Class.py","IMPORTS",1,"python-scope: import",0
"Class:agents/Base_Agent.py:Base_Agent","comm_0","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.__init__#0","comm_1","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.step#0","comm_2","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.enough_experiences_to_learn_from#2","comm_3","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.save_experience#2","comm_3","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.take_optimisation_step#5","comm_2","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.soft_update_of_target_network#3","comm_2","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/Base_Agent.py:Base_Agent.copy_model_over#2","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Class:agents/HMPSAC/A2C_v5.1.py:DA3C","comm_0","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:DA3C.__init__#0","comm_1","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:DA3C.run_n_episodes#0","comm_5","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.save_actor_model#1","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.generated_new_environment#0","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.run#0","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_new_exploration#0","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action_and_log_prob#3","comm_6","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.pick_action#2","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.get_critic_value#2","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_log_action_probability#2","comm_6","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_total_loss#0","comm_7","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_discounted_returns#0","comm_7","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.normalise_discounted_returns#1","comm_7","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_critic_loss_and_advantages#1","comm_7","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.calculate_actor_loss#2","comm_7","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.1.py:Actor_Critic_Worker.put_gradients_in_queue#3","comm_4","MEMBER_OF",1,"leiden-algorithm",0
"Class:agents/HMPSAC/A2C_v5.2.py:DA3C","comm_0","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:DA3C.__init__#0","comm_1","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:DA3C.run_n_episodes#0","comm_8","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.save_actor_model#1","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.generated_new_environment#0","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.run#0","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_new_exploration#0","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action_and_log_prob#3","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.pick_action#2","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.get_critic_value#2","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_log_action_probability#2","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_total_loss#0","comm_10","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_discounted_returns#0","comm_10","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.normalise_discounted_returns#1","comm_10","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_critic_loss_and_advantages#1","comm_10","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.calculate_actor_loss#2","comm_10","MEMBER_OF",1,"leiden-algorithm",0
"Method:agents/HMPSAC/A2C_v5.2.py:Actor_Critic_Worker.put_gradients_in_queue#3","comm_9","MEMBER_OF",1,"leiden-algorithm",0
"Class:agents/HMPSAC/A2C_v5.3.py:DA3C","comm_0","MEMBER_OF",1,"leiden-algorithm",0
